fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values,dumbfieldname,new?
materials exit ns2:exits_common status,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.status,Object Exit Information,"",Approval status,approvalStatusGroupList > approvalStatusGroup,status,string,n,n,y,vocabulary,deaccessionapprovalstatus,"",exit status,""
materials exit ns2:exits_common date,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.date,Object Exit Information,"",Approval status date,approvalStatusGroupList > approvalStatusGroup,date,date,n,n,y,"","","",exit date,""
materials exit ns2:exits_common approvalStatusNote,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.approvalStatusNote,Object Exit Information,"",Approval status note,approvalStatusGroupList > approvalStatusGroup > approvalStatusNotes,approvalStatusNote,string,n,y,as part of larger repeating group,"","","",exit approvalStatusNote,""
materials exit ns2:exits_common saleCurrency,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.saleCurrency,Sale Information,"",Sale/auction currency,"",saleCurrency,string,n,n,n/a,vocabulary,currency,"",exit saleCurrency,""
materials exit ns2:exits_common saleValue,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.saleValue,Sale Information,"",Sale/auction value,"",saleValue,integer,n,n,n/a,"","","",exit saleValue,""
materials exit ns2:exits_common saleDate,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.saleDate,Sale Information,"",Sale/auction date,"",saleDate,structured date group,n,n,n/a,"","","",exit saleDate,""
materials exit ns2:exits_common saleNumber,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.saleNumber,Sale Information,"",Sale/auction number,"",saleNumber,string,n,n,n/a,"","","",exit saleNumber,""
materials exit ns2:exits_common saleLot,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.saleLot,Sale Information,"",Sale/auction lot,"",saleLot,string,n,n,n/a,"","","",exit saleLot,""
materials exit ns2:exits_common saleNote,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.saleNote,Sale Information,"",Sale/auction note,"",saleNote,string,n,n,n/a,"","","",exit saleNote,""
materials group ns2:groups_common title,materials,group,ns2:groups_common,ns2:groups_common,groups_common.title,Group Information,"",Title,"",title,string,y,n,n/a,"","","",group title,""
materials group ns2:groups_common responsibleDepartment,materials,group,ns2:groups_common,ns2:groups_common,groups_common.responsibleDepartment,Group Information,"",Responsible department,"",responsibleDepartment,string,n,n,n/a,option list,departments,"antiquities, architecture-design, decorative-arts, ethnography, herpetology, media-performance-art, paintings-sculpture, paleobotany, photographs, prints-drawings",group responsibleDepartment,""
materials group ns2:groups_common owner,materials,group,ns2:groups_common,ns2:groups_common,groups_common.owner,Group Information,"",Group owner,"",owner,string,n,n,n/a,authority,person/local,"",group owner,""
materials group ns2:groups_common groupEarliestSingleDate,materials,group,ns2:groups_common,ns2:groups_common,groups_common.groupEarliestSingleDate,Group Information,"",Earliest/single date,"",groupEarliestSingleDate,date,n,n,n/a,"","","",group groupEarliestSingleDate,""
materials group ns2:groups_common groupLatestDate,materials,group,ns2:groups_common,ns2:groups_common,groups_common.groupLatestDate,Group Information,"",Latest date,"",groupLatestDate,date,n,n,n/a,"","","",group groupLatestDate,""
materials group ns2:groups_common scopeNote,materials,group,ns2:groups_common,ns2:groups_common,groups_common.scopeNote,Group Information,"",Scope note,"",scopeNote,string,n,n,n/a,"","","",group scopeNote,""
materials loanout ns2:loansout_common loanOutNumber,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanOutNumber,Loan Out Information,"",Loan out number,"",loanOutNumber,string,y,n,n/a,"","","",loanout loanOutNumber,""
materials loanout ns2:loansout_common lendersAuthorizer,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.lendersAuthorizer,Loan Out Information,"",Lender authorizer,"",lendersAuthorizer,string,n,n,n/a,authority,person/local; person/shared,"",loanout lendersAuthorizer,""
materials loanout ns2:loansout_common specialConditionsOfLoan,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.specialConditionsOfLoan,Loan Out Information,"",Conditions of loan,"",specialConditionsOfLoan,string,n,n,n/a,"","","",loanout specialConditionsOfLoan,""
materials loanout ns2:loansout_common loanPurpose,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanPurpose,Loan Out Information,"",Loan purpose,"",loanPurpose,string,n,n,n/a,option list,loanPurposes,"analysis, conservationotherrequestedservices, exhibition, longtermcollectionsmanagementandstorage, photography, research, scientificorexhibitpreparation",loanout loanPurpose,""
materials loanout ns2:loansout_common borrower,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.borrower,Loan Out Information,"",Borrower,"",borrower,string,n,n,n/a,authority,person/local; person/shared; organization/local; organization/shared,"",loanout borrower,""
materials loanout ns2:loansout_common loanOutNote,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanOutNote,Loan Out Information,"",Note,"",loanOutNote,string,n,n,n/a,"","","",loanout loanOutNote,""
materials loanout ns2:loansout_common loanGroup,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanGroup,Loan Out Information,"",Loan status group,loanStatusGroupList > loanStatusGroup,loanGroup,string,n,n,y,vocabulary,deaccessionapprovalgroup,"",loanout loanGroup,""
materials loanout ns2:loansout_common loanIndividual,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanIndividual,Loan Out Information,"",Loan status individual,loanStatusGroupList > loanStatusGroup,loanIndividual,string,n,n,y,authority,person/local; person/shared,"",loanout loanIndividual,""
materials loanout ns2:loansout_common loanStatus,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanStatus,Loan Out Information,"",Loan status,loanStatusGroupList > loanStatusGroup,loanStatus,string,n,n,y,vocabulary,loanoutstatus,"",loanout loanStatus,""
materials loanout ns2:loansout_common loanStatusDate,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanStatusDate,Loan Out Information,"",Loan status date,loanStatusGroupList > loanStatusGroup,loanStatusDate,date,n,n,y,"","","",loanout loanStatusDate,""
materials loanout ns2:loansout_common loanStatusNote,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanStatusNote,Loan Out Information,"",Loan status note,loanStatusGroupList > loanStatusGroup,loanStatusNote,string,n,n,y,"","","",loanout loanStatusNote,""
materials loanout ns2:loansout_common loanOutDate,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanOutDate,Loan Out Information,"",Loan out date,"",loanOutDate,date,n,n,n/a,"","","",loanout loanOutDate,""
materials loanout ns2:loansout_common loanReturnDate,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanReturnDate,Loan Out Information,"",Loan return date,"",loanReturnDate,date,n,n,n/a,"","","",loanout loanReturnDate,""
materials loanout ns2:loansout_common loanRenewalApplicationDate,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanRenewalApplicationDate,Loan Out Information,"",Loan renewal application date,"",loanRenewalApplicationDate,date,n,n,n/a,"","","",loanout loanRenewalApplicationDate,""
materials loanout ns2:loansout_common creditLine,materials,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.creditLine,Loan Out Information,"",Credit line,"",creditLine,string,n,n,n/a,"","","",loanout creditLine,""
materials location ns2:locations_common termDisplayName,materials,location,ns2:locations_common,ns2:locations_common,locations_common.termDisplayName,Storage Location Information,"",Term display name,locTermGroupList > locTermGroup,termDisplayName,string,y,n,y,"","","",location termDisplayName,""
materials location ns2:locations_common termName,materials,location,ns2:locations_common,ns2:locations_common,locations_common.termName,Storage Location Information,"",Term name,locTermGroupList > locTermGroup,termName,string,n,n,y,"","","",location termName,""
materials location ns2:locations_common termQualifier,materials,location,ns2:locations_common,ns2:locations_common,locations_common.termQualifier,Storage Location Information,"",Term qualifier,locTermGroupList > locTermGroup,termQualifier,string,n,n,y,"","","",location termQualifier,""
materials location ns2:locations_common termStatus,materials,location,ns2:locations_common,ns2:locations_common,locations_common.termStatus,Storage Location Information,"",Term status,locTermGroupList > locTermGroup,termStatus,string,n,n,y,option list,locationTermStatuses,"accepted, provisional, rejected, under review",location termStatus,""
materials location ns2:locations_common termType,materials,location,ns2:locations_common,ns2:locations_common,locations_common.termType,Storage Location Information,"",Term type,locTermGroupList > locTermGroup,termType,string,n,n,y,option list,locationTermTypes,"alternate descriptor, descriptor, used for term",location termType,""
materials location ns2:locations_common termFlag,materials,location,ns2:locations_common,ns2:locations_common,locations_common.termFlag,Storage Location Information,"",Term flag,locTermGroupList > locTermGroup,termFlag,string,n,n,y,vocabulary,locationtermflag,"",location termFlag,""
materials location ns2:locations_common termLanguage,materials,location,ns2:locations_common,ns2:locations_common,locations_common.termLanguage,Storage Location Information,"",Term language,locTermGroupList > locTermGroup,termLanguage,string,n,n,y,vocabulary,languages,"",location termLanguage,""
materials location ns2:locations_common termPrefForLang,materials,location,ns2:locations_common,ns2:locations_common,locations_common.termPrefForLang,Storage Location Information,"",Term preferred for lang,locTermGroupList > locTermGroup,termPrefForLang,boolean,n,n,y,"","","",location termPrefForLang,""
materials location ns2:locations_common termSource,materials,location,ns2:locations_common,ns2:locations_common,locations_common.termSource,Storage Location Information,"",Term source name,locTermGroupList > locTermGroup,termSource,string,n,n,y,authority,citation/local; citation/shared,"",location termSource,""
